,fit_time,score_time,test_loss_constraint,train_loss_constraint,test_mse,train_mse,test_R2,train_R2
count,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
mean,619.9273565292358,0.2625387191772461,4.5882714516665146e-07,4.183939267932146e-07,0.0004787999382619626,0.00036863270994115315,0.6997998924443337,0.7839031950000952
std,9.719798939514872,0.08934798828654042,1.6341006396276443e-07,1.3248384169302167e-07,0.0003294272104073331,0.00013762717347808262,0.22671923225975735,0.078924555597981
min,604.7600967884064,0.1415398120880127,2.7515210376805044e-07,2.524070339404716e-07,0.00024731813408143227,0.0002466945236218629,0.31971491045629097,0.6575611408327439
25%,615.9733891487122,0.207871675491333,4.042848615881667e-07,3.580182976747892e-07,0.0002570947240002679,0.00028722430650718377,0.6602805553278356,0.7633962097655801
50%,623.8702425956726,0.28000593185424805,4.4164886503494927e-07,4.0945411683424027e-07,0.0003406497788356838,0.00034168499171087106,0.8153892876335984,0.8074292009199309
75%,626.6560125350952,0.3143937587738037,4.501587795857631e-07,4.6105344608804444e-07,0.0005123360944305586,0.00036753703098583177,0.8499874223961738,0.8318582796274008
max,628.3770415782928,0.368882417678833,7.228911158563278e-07,6.110367394285277e-07,0.0010366009599618706,0.0006000226968800164,0.8536272864077697,0.8592711438548202
